Timeline,ID,Title,Author,Amazon Link,Description,Release Date
Legends,traitor,Traitor,Matthew Stover,https://amzn.to/3RbAOdg,"From the depths of catastrophe, a glimmer of hope. After the capture of Coruscant, the mighty heart of the New Republic, a stunned galaxy fears that nothing can stop the Yuuzhan Vong. Still, that crushing defeat produces one small Jacen Solo is alive. Yet he can scarcely imagine himself in stranger circumstances.The young Jedi Knight is in the care of Vergere, a fascinating creature of mystery and power, her intentions hard to fathom, her cruelties rarely concealed. But this master of inscrutable arts has much to teach the young Jedi...for she holds the key to a new way to experience the Force, to take it to another level - dangerous, dazzling, perhaps deadly.In the wrong hands, the tremendous energies of the Force can be devastating. And there are others watching Jacen's progress closely, waiting patiently for the moment when he will be ready for their own dire purposes. Now, all is in shadows. Yet whatever happens, whether Jacen's newfound mastery unleashes light or darkness, he will never be the same Jedi again...","July 30, 2002"
Legends,balance-point,Balance Point,Kathy Tyers,https://amzn.to/4fp0E7u,"In the aftermath of one tragedy,will a young Jedi’s search for redemption lead to yet another?

There is no place else to channel the flood of refugees fleeing the murderous Yuuzhan Vong but the overcrowded planet Duro, poisoned by centuries of technological excess. Fortunately a deal is struck: In exchange for a new home, the refugees will work to restore the planet to health, under the watchful eye of Leia Organa Solo.

While tempers flare between the Duros and the New Republic, Han Solo, his son, Jacen, and the Ryn called Droma arrive to keep the peace. They are unaware that Leia is on Duro . . . and that Luke, Mara, and Anakin are on their way, searching for a missing Jedi apprentice. And none realize that the Yuuzhan Vong have chosen this embattled planet as the next target in their brutal coreward thrust.

Now, as the fragile stability on Duro threatens to collapse into violence, Jacen Solo must face his greatest dilemma: At what point does the use of power become aggression? Whatever he decides, his next step could tip the galaxy’s destiny toward the light or toward darkness–with the life of someone he loves hanging in the balance . . .","November 1, 2000"
Legends,edge-of-victory-i-conquest,Edge of Victory I: Conquest,Greg Keyes,https://amzn.to/4wCY0kY,"The dazzling Star Wars space adventure continues in The New JediOrder as Luke Skywalker, Anakin Solo, Mara Jade Skywalker, and others battle their deadliest enemy in a tale of nonstop action, shadowy evil, and spectacular triumph . . .

No longer content with the destruction the Yuuzhan Vong have already sown, Warmaster Tsavong Lah has demanded the heads of all the Jedi. Now the Jedi Knights are in terrible danger–and none more so than the young students at the Jedi academy on Yavin 4. Already the sympathizers known as the Peace Brigade are in the Yavin system–and a Yuuzhan Vong fleet is not far behind.

At Luke Skywalker’s request, Talon Karrde mounts an expedition to rescue the young students. Anakin Solo has his own ideas. Impatient, and figuring that forgiveness is easier to come by than permission, he takes off for Yavin 4 in his X-wing.

When it comes to confidence, courage, and raw Force talent, Anakin has few peers. But when his friend Tahiri is separated from the other academy kids and captured by the Yuuzhan Vong, even Anakin may be in over his head. For the aliens have a different future in mind for Tahiri, and they will stop at nothing to achieve their horrific ends . . .","April 3, 2001"
Legends,edge-of-victory-ii-rebirth,Edge of Victory II: Rebirth,Greg Keyes,https://amzn.to/4wQ6t4r,"The Star Wars epic continues its dazzling space odyssey in The New Jedi Order–as Luke and Mara, Leia and Han, and others battle the mighty enemy from beyond the galactic rim.

The brutal Yuuzhan Vong are scouring the universe for Jedi to slaughter. With no help from the divided New Republic, the Jedi stand alone against their seemingly invincible foe. Han and Leia Organa Solo risk deadly consequences with their controversial tactics to bolster the Jedi resistance. After uncovering a new Yuuzhan Vong menace, Anakin and Tahiri find themselves wanted for murder by the Peace Brigade. To avoid capture, they jump into hyperspace . . . and into trouble far graver.

Hunted by the Yuuzhan Vong, wanted as criminals by the New Republic, and with unrest stirring within their own ranks, the Jedi find peril everywhere they turn. But even in the midst of despair, while the most fiercest battle of all looms on the horizon, hope arises with the birth of one very special child. . . .","July 31, 2001"
Legends,vector-prime,Vector Prime,R. A. Salvatore,https://amzn.to/4fppWCu,"Twenty-one years after the Battle of Endor, the New Republic will face an even darker enemy. . . .

More than two decades after the heroes of the Rebel Alliance destroyed the Death Star and broke the power of the Emperor, the New Republic has struggled to maintain peace and prosperity among the peoples of the galaxy. But unrest has begun to spread and threatens to destroy the Republic’s tenuous reign.

Into this volatile atmosphere comes Nom Anor, a charismatic firebrand who heats passions to the boiling point, sowing seeds of dissent for his own dark motives. And as the Jedi and the Republic focus on internal struggles, a new threat surfaces from beyond the farthest reaches of the Outer Rim—an enemy bearing weapons and technology unlike anything New Republic scientists have ever seen.

Suddenly, Luke Skywalker; his wife, Mara; Han Solo; Leia Organa Solo; and Chewbacca—along with the Solo children—are thrust again into battle, to defend the freedom so many have fought and died for. But this time, the power of the Force itself may not be enough. . . .","October 5, 1999"
Legends,dark-tide-i-onslaught,Dark Tide I: Onslaught,Michael Stackpole,https://amzn.to/4tCpZyc,"In this epic of unsurpassed action and imagination, Michael Stackpole helps to launch an exciting new era in Star Wars history. Onslaught pits the battle-tested heroes of the past—Luke Skywalker, Han Solo, and Leia Organa Solo—along with the next generation of Jedi and droids, against fearsome never-before-encountered enemies from beyond the galactic rim . . .

It is a perilous time for the New Republic. Just when unity is needed most, mistrust is on the rise. Even the Jedi feel the strain, as rogue elements rebel against Luke's leadership. When alien invaders known as the Yunnan Vong strike without warning, the New Republic is thrown on the defensive. Merciless warriors, the Yunnan Vong glory in torture. Their technology is as strange as it is deadly. Most ominous of all, they are impervious to the Force.

Now Luke must wield all the awesome powers of a Jedi Master to defeat the gravest threat since Darth Vader. As Leia and Gavin Darklighter lead desperate refugees in a fighting retreat from Yunnan Vong forces, Mara Jade, Anakin, Jacen, and Corran Horn find themselves tested as never before by a faceless, implacable foe determined to smother the light of the New Republic forever beneath a shroud of darkest evil . . .","February 1, 2000"
Legends,dark-tide-ii-ruin,Dark Tide II: Ruin,Michael Stackpole,https://amzn.to/3PKoIHB,"New York Times bestselling author Michael A. Stackpole continues The New Jedi Order epic with Dark Tide II: Ruin, a thrilling Star Wars adventure in which the Jedi Knights must fight their most treacherous battle—against an unrelenting evil intent on devouring the galaxy. . . .

The alien Yuuzhan Vong have launched an attack on the worlds of the Outer Rim.  They are merciless, without regard for life—and they stand utterly outside the Force.  Their ever-changing tactics stump the New Republic military. Even the Jedi, once the greatest guardians of peace in the galaxy, are rendered helpless by this impervious foe—and their solidarity has begun to unravel.

While Luke struggles to keep the Jedi together, Knights Jacen Solo and Corran Horn set off on a reconnaissance mission to the planet Garqi, an occupied world. There, at last, they uncover a secret that might be used to undermine the enemy—if only they can stay alive long enough to use it!","June 6, 2000"
Legends,agents-of-chaos-i-hero-s-trial,Agents of Chaos I: Hero's Trial,James Luceno,https://amzn.to/49xdmxi,"Merciless attacks by an invincible alien force have left the New Republic reeling. Dozens of worlds have succumbed to occupation or annihilation, and even the Jedi Knights have tasted defeat. In these darkest of times, the noble Chewbacca is laid to rest, having died as heroically as he lived--and a grief-stricken Han Solo is left to fit the pieces of his shattered soul back together before he loses everything: friends, family, and faith.

Refusing help from Leia or Luke, Han becomes the loner he once was, seeking to escape the pain of his partner's death in adventure . . . and revenge. When he learns that an old friend from his smuggling days is operating as a mercenary for the enemy, he sets out to expose the traitor. But Han's investigation uncovers an even greater evil: a sinister conspiracy aimed at the very heart of the New Republic's will and ability to fight--the Jedi.

Now Han must face down his inner demons and, with the help of a new and unexpected ally, honor Chewbacca's sacrifice in the only way that matters--by being worthy of it.","August 1, 2000"
Legends,agents-of-chaos-ii-jedi-eclipse,Agents of Chaos II: Jedi Eclipse,James Luceno,https://amzn.to/4dnGZCh,"A string of smashing victories by the forces of the sinister aliens known as the Yuuzhan Vong has left New Republic resources and morale stretched to the breaking point. Leia Organa Solo, estranged from her husband, Han, oversees the evacuation of refugees on planets in the path of the merciless invaders. Luke Skywalker struggles to hold the fractious Jedi Knights together, even while one of them undertakes a bold but reckless undercover mission.

Manipulating their alliance with the amoral Hutts, the Yuuzhan Vong leave a cunning trail of vital information where New Republic agents are sure to find it--information the desperate defenders cannot afford to ignore: the location of the aliens' next target.

Then Han Solo stumbles into the dark heart of raging battle, thus beginning a furious race against time that will require every skill and trick in his arsenal to win...","October 3, 2000"
Legends,the-approaching-storm,The Approaching Storm,Alan Dean Foster,https://amzn.to/4uxM6rb,"The Republic is decaying, even under the leadership of Supreme Chancellor Palpatine, who was elected to save the galaxy from collapsing under the forces of discontent. On the tiny but strategic planet of Ansion, a powerful faction is on the verge of joining the growing secessionist movement. At the Chancellor’s request, the Jedi Council sends two Jedi Knights, Obi-Wan Kenobi and Luminara Unduli, along with their Padawans Anakin Skywalker and Barriss Offee, to stabilize the planet’s population. To succeed, the Jedi will have to fulfill near-impossible tasks, befriend wary strangers, and influence two great armies, stalked all the while by an enemy sworn to see the negotiations collapse and the mission fail. . . .","December 1, 2002"
Legends,episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones,R.A. Salvatore,https://amzn.to/4uguBvl,"There is a great disturbance in the Force. . . . From the sleek ships of the glimmering Coruscant skyscape to the lush gardens of pastoral Naboo, dissent is roiling. The Republic is failing, even under the leadership of Supreme Chancellor Palpatine, elected ten years earlier to save the crumbling government. Separatists threaten war, and the Senate is hopelessly divided, unable to determine whether to raise an army for battle or keep the fragile peace. It is a stalemate that once broken, could lead to galactic chaos.

Mischievous and resolved, courageous to the point of recklessness, Anakin Skywalker has come of age in a time of great upheaval. The nineteen-year-old apprentice to Obi-Wan Kenobi is an enigma to the Jedi Council, and a challenge to his Jedi Master. Time has not dulled Anakin's ambition, nor has his Jedi training tamed his independent streak. When an attempt on Senator Padmé Amidala's life brings them together for the first time in ten years, it is clear that time also has not dulled Anakin's intense feelings for the beautiful diplomat.

The attack on Senator Amidala just before a crucial vote thrusts the Republic even closer to the edge of disaster. Masters Yoda and Mace Windu sense enormous unease. The dark side is growing, clouding the Jedi's perception of the events. Unbeknownst to the Jedi, a slow rumble is building into the roar of thousands of soldiers readying for battle. But even as the Republic falters around them, Anakin and Padmé find a connection so intense that all else begins to fall away. Anakin will lose himself—and his way—in emotions a Jedi, sworn to hold allegiance only to the Order, is forbidden to have.

Based on the story by George Lucas and the screenplay by George Lucas and Jonathan Hales, this intense and revealing novel by bestselling author R. A. Salvatore sheds new light on the legend of Star Wars—and skillfully illuminates one of our most beloved sagas.",5/1/2002
Legends,skyewalkers,Skyewalkers,Abel G. Pena,https://web.archive.org/web/20150317094129/http://www.abelgpena.com/SkyeWalkersCWstory.pdf,"The story unravels early in the Clone Wars, when Anakin is still a Padawan without an apprentice of his own and Obi-Wan takes his pupil’s close friend Halagad Ventor under his wing. The three Jedi are given a mandate by the Jedi Council to dethrone a genetics terrorist that has taken control of the distant planet Skye. With the help of the world’s native winged inhabitants and a squad of clone commandos, the three Jedi confront the mad scientist and his mutant army in his stronghold upon the planet’s highest and most sacred peak. The novella includes “Lone Wolf,” a narrative of Obi-Wan facing the realities of a Jedi outcast at the twilight of the Clone Wars as well.","January 1, 2011"
Legends,the-cestus-deception,The Cestus Deception,Steven Barnes,https://amzn.to/3RIge4g,"When the economically depressed government of Ord Cestus threatens to sell incredibly deadly battle droids to the Separatists, Supreme Chancellor Palpatine dispatches a team led by Jedi Knight Obi-Wan Kenobi to the planet. Their mission: to halt the deal. A peaceful resolution is preferable, but if all else fails, the Republic will not hesitate to demonstrate the consequences of disloyalty by launching a full-scale attack—wiping out not only the means of biodroid production but countless lives as well. The prospect of such a slaughter only fuels Obi-Wan’s growing suspicions about the sinister path the Republic seems to be taking. Facing a crisis of conscience, Obi-Wan must find the wisdom and strength to prevent a bloodbath and safeguard the Republic—while abiding by the ancient code to which he has pledged his life.","January 1, 2004"
Legends,jedi-trial,Jedi Trial,David Sherman & Dan Cragg,https://amzn.to/4wz7rBA,"With these ominous words, Pors Tonith, ruthless minion of Count Dooku, declares the fate of the Republic sealed. Commanding a Separatist invasion force more than one million strong, the cunning financier-turned-warrior lays siege to the planet Praesitlyn, home of the strategic intergalactic communications center that is key to the Republic’s survival in the Clone Wars. Left unchallenged, this decisive strike could indeed pave the way for the toppling of more Republic worlds . . . and ultimate victory for the Separatists. Retaliation must be swift and certain.

But engaging the enemy throughout the galaxy has already stretched Supreme Chancellor Palpatine’s armies to the limit. There is no choice but to move against the surging waves of invading battle-droids on Praesitlyn with only a small contingent of clone soldiers. Commanding them will be Jedi Master Nejaa Halcyon–hand-picked by the Council for the do-or-die mission. And at his side, skilled young starfighter pilot Anakin Skywalker, a promising young Jedi Padawan eager to be freed of the bonds of apprenticeship–and to be awarded the title of Jedi Knight.

Shoulder to shoulder with a rogue Republic army officer and his battle-hardened crew, a hulking Rondian mercenary with an insatiable taste for combat, and a duo of ready-for-anything soldiers, the Jedi generals take to the skies and the punishing desert terrain of occupied Praesitlyn–to bring the battle to the Separatist forces. Already outnumbered and outgunned, when confronted with an enemy ultimatum that could lead to the massacre of innocents, they may also be out of options. Unless Anakin Skywalker can strike a crucial balance between the wisdom born of the Force . . . and the instincts of a born warrior.","October 26, 2004"
Legends,star-wars-the-clone-wars-movie-novelization,Star Wars: The Clone Wars,Karen Traviss,https://amzn.to/4dnctZm,"Across the galaxy, the Clone Wars are raging. The Separatists, led by Count Dooku, the onetime Jedi and now secret Sith Lord, continue to press forward, and more and more worlds are either falling, or seceding and joining the cause. Under the leadership of Supreme Chancellor Palpatine, the Republic heroically battles on, championed by its huge army of cloned soldiers and their Jedi generals.

Anakin Skywalker, believed by some to be the prophesied “Chosen One” destined to bring balance to the Force, is now a Jedi Knight under the tutelage of his Jedi Master, Obi-Wan Kenobi. Death is a constant possibility–and his chances of survival aren’t improved by the unexpected arrival of an apprentice: Ahsoka, a brash, inexperienced fourteen-year-old Padawan apprenticed to Anakin. But there’s no time for Anakin to question his latest orders: He and Obi-Wan have been assigned a new mission, and failure is not an option.

Jabba the Hutt’s precious infant son has been kidnapped, and when the frantic parent applies to the Jedi for help, it falls to Anakin, Obi-Wan, Ahsoka, and their clone troops to track down the evidence and retrieve the missing Huttlet. And more is at stake: For a grateful Jabba just might allow the Republic access to the Hutt-controlled space lanes that the Grand Army desperately needs in order to beat the Separatists into submission.

But the Republic is not the only power that craves access to those space lanes. Count Dooku, determined to win the prize for the Separatists, has set a trap for the Jedi. When they find the Huttlet, they will also find Dooku’s master assassin, Asajj Ventress, and countless legions of battle droids waiting to spring a trap.

The blazing new animated feature film Star Wars: The Clone Wars takes place in the years preceding Star Wars: Episode III: Revenge of the Sith and sets the stage for the groundbreaking TV series. Both contain all original material–direct from the brilliant imagination of legendary Star Wars creator George Lucas. And these exciting new adventures and characters are being brought to life in book form by none other than #1 New York Times bestselling Star Wars author Karen Traviss.","July 26, 2008"
Legends,the-clone-wars-wild-space,The Clone Wars: Wild Space,Karen Miller,https://amzn.to/4wNkD6i,"The Clone Wars have exploded across the galaxy as Republic forces and Separatists struggle to gain the upper hand. But while the Jedi generals work tirelessly to defeat Count Dooku and his rebels, Supreme Chancellor Palpatine is hatching his own dark plans.

The Separatists have launched a sneak attack on Coruscant. Obi-Wan Kenobi, wounded in battle, insists that Anakin Skywalker and his rookie Padawan Ahsoka leave on a risky mission against General Grievous. But when Senator Bail Organa reveals explosive intelligence that could turn the tide of war in the Republic’s favor, the Jedi Master agrees to accompany him to an obscure planet on the Outer Rim to verify the facts. What Obi-Wan and Bail don’t realize is that they’re walking into a deadly trap concocted by Palpatine . . . and that escape may not be an option.

Inspired by the full-length animated feature film Star Wars: The Clone Wars and the brand-new TV series, this thrilling adventure is filled with provocative, never-before-revealed insights into the characters of Obi-Wan, Anakin, Padme, Yoda, Count Dooku, and many other Star Wars favorites.","December 9, 2008"
Legends,republic-commando-hard-contact,Republic Commando: Hard Contact,Karen Traviss,https://amzn.to/49CddZr,"Experience the first in the epic series featuring the brave members of Omega Squad—an elite team of clone commandos—fighting to protect the Galactic Republic.
 
On a mission to sabotage a chemical weapon research facility on a Separatist-held planet, four clone troopers operate under the very noses of their enemies. The commandos are outnumbered and outgunned, deep behind enemy lines with no backup–and working with strangers instead of trusted teammates. Matters don’t improve when Darman, the squad’s demolitions expert, gets separated from the others during planetfall. Even Darman’s apparent good luck in meeting an inexperienced Padawan vanishes once Etain admits to her woeful naivety.
 
For the separated clone commandos and stranded Jedi, a long, dangerous journey lies ahead, through hostile territory brimming with Trandoshan slavers, Separatists, and suspicious natives. A single misstep could mean discovery . . . and death. It’s a virtual suicide mission for anyone–anyone except Republic Commandos.","October 26, 2004"
Legends,shatterpoint,Shatterpoint,Matthew Stover,https://amzn.to/4tF5YHp,"In this essential Star Wars Legends novel, Mace Windu must journey to his long-forgotten homeworld to confront a terrifying mystery with dire personal consequences.

The jungle planet of Haruun Kal, homeworld of the legendary Jedi Master Mace Windu, has become a battleground in the increasing hostilities between the Republic and the renegade Separatist movement. The Jedi Council has sent Depa Billaba—Mace’s former Padawan and fellow Council member—to Haruun Kal to train the local tribesmen as a guerrilla resistance force. But now the Separatists have pulled back, and Depa has not returned. The only clue to her disappearance is a cryptic recording left at the scene of a brutal massacre: a recording that hints of madness and murder, and the darkness in the jungle . . . a recording in Depa’s own voice.

Mace Windu trained Depa. Only he can find her. Only he can learn what has changed her. Only he can stop her. He will leave behind the Republic he serves, the civilization he believes in, everything but his passion for peace and his devotion to his former Padawan. And he will learn the terrible price that must be paid when keepers of the peace are forced to make war. . . .","June 3, 2003"
Legends,the-clone-wars-no-prisoners,The Clone Wars: No Prisoners,Karen Traviss,https://amzn.to/3PJVCrN,"The Clone Wars rage on. As insurgent Separatists fight furiously to wrest control of the galaxy from the Republic, Supreme Chancellor Palpatine cunningly manipulates both sides for his own sinister purposes.

Torrent Company’s Captain Rex agrees to temporarily relieve Anakin Skywalker of Ahsoka, his ubiquitous–and insatiably curious–Padawan, by bringing her along on a routine three-day shakedown cruise aboard Captain Gilad Pellaeon’s newly refitted assault ship. But the training run becomes an active–and dangerous–rescue mission when Republic undercover agent Hallena Devis goes missing in the middle of a Separatist invasion.

Dispatched to a distant world to aid a local dictator facing a revolution, Hallena finds herself surrounded by angry freedom fighters and questioning the Republic’s methods–and motives. Summoned to rescue the missing operative who is also his secret love, Pellaeon–sworn to protect the Republic over all–is torn between duty and desire. And Ahsoka, sent in with Rex and six untested clone troopers to extract Hallena, encounters a new and different Jedi philosophy, which shakes the foundation of her upbringing to the core. As danger and intrigue intensify, the loyalties and convictions of all involved will be tested. . . .","May 19, 2009"
Legends,survivor-s-quest,Survivor's Quest,Timothy Zahn,https://amzn.to/4fqHiih,"The specter of the menacing Grand Admiral Thrawn looms over Luke and Mara Jade Skywalker as they embark on a journey to recover an important piece of Jedi history.

Sometimes it seems a Jedi’s work is never done, and Luke and Mara Jade Skywalker know this only too well. Despite the bond they share in the Force, the Jedi Master and his wife are still learning the ropes of being a couple after three years of marriage—and struggling to find time together between the constant demands of duty. But all that will change when they’re united on an unexpected mission: They must pool their exceptional skills to combat an insidious enemy and salvage a part of Jedi history.

Whatever may await, the Skywalkers will not face it alone. Joining them on the strange and solemn journey are an officer of the post-Palpatine Empire escorted by a detachment of Imperial stormtroopers; a party of diplomats from a gentle alien species that reveres the fallen Jedi for saving them from bloodthirsty conquerors; and a New Republic ambassador who harbors his own mysterious agenda.

Soon enough, suspicion, secrecy, and an unknown saboteur run rampant aboard the isolated ship. But the gravest danger lies within the derelict walls of Outbound Flight, buried for half a century on a desolate planetoid. As the marooned hulk yields up stunning revelations and unexpected terrors to its visitors, Luke and Mara find all that they stand for—and their very existence—brutally challenged. The ultimate test will be surviving the deathtrap carefully laid by foes who are legendary for their ruthlessness, and determined to complete the job Thrawn began: exterminating the Jedi.","February 3, 2004"
Legends,republic-commando-triple-zero,Republic Commando: Triple Zero,Karen Traviss,https://amzn.to/4ddf5ds,"Dive into the epic series featuring the brave warriors of Omega Squad—an elite team of clone commandos fighting to protect the Galactic Republic.

Following the eruption of the bloody Clone Wars at the battle of Geonosis, both sides remain deadlocked in a stalemate that can be broken only by elite warrior teams like Omega Squad, clone commandos with terrifying combat skills and a lethal arsenal.

For Omega Squad, deployed deep behind enemy lines, it’s the same old special ops grind: sabotage, espionage, ambush, and assassination. But when Omega Squad is rushed to Coruscant, the war’s most dangerous new hotspot, the commandos discover they’re not the only ones penetrating the heart of the enemy. 

A surge in Separatist attacks has been traced to a network of cells in the Republic’s capital, masterminded by a mole in Command Headquarters. To identify and destroy a Separatist spy and terror network in a city full of civilians will require special talents and skills. Not even the leadership of Jedi generals, along with the assistance of Delta Squad and a certain notorious ARC trooper, can even the odds against the Republic Commandos. And while success may not bring victory in the Clone Wars, failure means certain defeat.","February 28, 2006"
Legends,medstar-i-battle-surgeons,Medstar I: Battle Surgeons,Michael Reaves & Steve Perry,https://amzn.to/4ddh4yr,"As Civil War between the Republic and the Separatists rages across the galaxy, nowhere is the fighting more fierce than on the swamp world of Drongar, where a beleaguered mobile hospital unit wages a never-ending war of its own . . .

A surgeon who covers his despair with wise-cracks; another who faces death and misery head-on, venting his emotions through beautiful music . . . A nurse with her heart in her work and her eye on a doctor . . . A Jedi Padawan on a healing mission without her Master . . .  These are the core members of a tiny med unit serving the jungle world of Drongar, where battle is waged over the control of a priceless native plant, and an endless line of medlifters brings in the wounded and dying—mostly clone troopers, but also soldiers of all species.

While the healers work desperately to save lives, others plot secretly to profit from the war—either by dealing on the black market or by manipulating the events of the war itself. In the end, though, all will face individual tests, and only those of compassionate hearts and staunch spirits can hope to survive to fight another day.","June 29, 2004"
Legends,medstar-ii-jedi-healer,Medstar II: Jedi Healer,Michael Reaves & Steve Perry,https://amzn.to/4nuqUiO,"While the Clone Wars wreak havoc throughout the galaxy, the situation on the far world of Drongar is desperate, as Republic forces engage in a fierce fight with the Separatists. . . .

The threatened enemy offensive begins as the Separatists employ legions of droids into their attack. Even with reinforcements, the flesh and blood of the Republic forces are just no match for battle droids’ durasteel. Nowhere is this point more painfully clear than in the steaming Jasserak jungle, where the doctors and nurses of a small med unit face an impossible situation. As the dead and wounded start to pile up, surgeons Jos Vandar and Kornell “Uli” Divini know that time is running out.

Even the Jedi abilities of Padawan Barriss Offee have been stretched to the limit. Ahead lies a test for Barriss that could very well lead to her death–and that of countless others. For the conflict is growing–and for this obscure mobile med unit, there’s only one resolution. Shocking, bold, unprecedented, it’s the only option Jos and his colleagues really have.The unthinkable has become the inevitable. Whether it kills them or not remains to be seen.","September 28, 2004"
Legends,yoda-dark-rendezvous,Yoda: Dark Rendezvous,Sean Stewart,https://amzn.to/4dtBJxe,"A gripping Clone Wars–era adventure featuring a showdown between Grand Master Yoda and his former apprentice, the sinister Count Dooku.
 
The savage Clone Wars have forced the Republic to the edge of collapse. During the height of the battle, one Jedi Knight escapes the carnage to deliver a message to Yoda on Coruscant. It appears that Dooku wants peace and demands a rendezvous. Chances are slim that the treacherous Count is sincere but, with a million lives at stake, Yoda has no choice.

The meeting will take place on Vjun, a planet steeped in evil. The challenge could not be more difficult. Can Yoda win back his once promising pupil from the dark side or will Count Dooku unleash his sinister forces against his former mentor? Either way, Yoda is sure of one thing: this battle will be one of the fiercest he’ll ever face.","November 23, 2004"
Legends,labyrinth-of-evil,Labyrinth of Evil,James Luceno,https://amzn.to/4tFMKBx,"The war that erupted in Star Wars:Episode IIAttack of the Clones is nearing its boiling point, as the dauntless Separatist forces continue their assault on the teetering Republic–and the diabolical triumvirate of Count Dooku, General Grievous, and their Master, Darth Sidious, fine-tune their strategy for conquest. In Episode III Revenge of the Sith the fates of key players on both sides of the conflict will be sealed. But first, crucial events that pave the way to that time of reckoning unfold in a labyrinth of evil. . . .

Capturing Trade Federation Viceroy–and Separatist Councilmember–Nute Gunray is the mission that brings Jedi Knights Obi-Wan Kenobi and Anakin Skywalker, with a squad of clones in tow, to Neimoidia. But the treacherous ally of the Sith proves as slippery as ever, evading his Jedi pursuers even as they narrowly avoid deadly disaster. Still, their daring efforts yield an unexpected prize: a unique holotransceiver that bears intelligence capable of leading the Republic forces to their ultimate quarry, the ever-elusive Darth Sidious.

Swiftly taking up the chase, Anakin and Obi-Wan follow clues from the droid factories of Charros IV to the far-flung worlds of the Outer Rim . . . every step bringing them closer to pinpointing the location of the Sith Lord–whom they suspect has been manipulating every aspect of the Separatist rebellion. Yet somehow, in the escalating galaxy-wide chess game of strikes, counterstrikes, ambushes, sabotage, and retaliations, Sidious stays constantly one move ahead.

Then the trail takes a shocking turn. For Sidious and his minions have set in motion a ruthlessly orchestrated campaign to divide and overwhelm the Jedi forces–and bring the Republic to its knees.","January 25, 2005"
Legends,episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith,Matthew Stover,https://amzn.to/4tCS88r,"The turning point for the entire Star Wars saga is at hand

After years of civil war, the Separatists have battered the already faltering Republic nearly to the point of collapse. On Coruscant, the Senate watches anxiously as Supreme Chancellor Palpatine aggressively strips away more and more constitutional liberties in the name of safeguarding the Republic. Yoda, Mace Windu, and their fellow Masters grapple with the Chancellor’ s disturbing move to assume control of the Jedi Council. And Anakin Skywalker, the prophesied Chosen One, destined to bring balance to the Force, is increasingly consumed by his fear that his secret love, Senator Padmé Amidala, will die.

As the combat escalates across the galaxy, the stage is set for an explosive endgame: Obi-Wan undertakes a perilous mission to destroy the dreaded Separatist military leader General Grievous. Palpatine, eager to secure even greater control, subtly influences public opinion to turn against the Jedi. And a conflicted Anakin–tormented by unspeakable visions– edges dangerously closer to the brink of a galaxy-shaping decision. It remains only for Darth Sidious, whose shadow looms ever larger, to strike the final staggering blow against the Republic . . . and to ordain a fearsome new Sith Lord: Darth Vader.

Based on the screenplay of the eagerly anticipated final film in George Lucas’s epic saga, bestselling Star Wars author Matthew Stover’s novel crackles with action, captures the iconic characters in all their complexity, and brings a space opera masterpiece full circle in stunning style.","April 2, 2005"
Legends,republic-commander-order-66,Republic Commando: Order 66,Karen Traviss,https://amzn.to/4dtp2Cm,"Omega Squadron faces the ultimate trial during the final days of the Clone Wars as Palpatine issues Order 66.

The Clone Wars rage to their bloody climax. Treachery reigns. Treason takes courage. Commandos, Jedi, and the entire Galactic Republic must face the end of life as they know it . . . and the dreaded dawn of a new empire.

Even as the Clone Wars are about to reach an explosive conclusion, no one knows whether victory will favor the Grand Army of the Republic or the Separatists. But no matter who wins, the stakes are highest for elite Special Ops clones like the Republic Commandos in Omega and Delta squads—and the notorious renegade Advanced Recon Commando troopers known as Null ARCs. And now even the deadliest weapon may not be powerful enough to defeat the realmenace: the apocalyptic horror that will be unleashed when Palpatine utters the chilling words “The time has come. Execute Order 66.” Translation: The Jedi have tried to stage a coup, and all must be executed on sight.

With their faith in the Republic and their loyalty to their Jedi allies put to the ultimate test, how will the men of Omega and Delta squads react to the most infamous command in galactic history?","September 16, 2008"
